order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
2340,2022-03-15,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004930,2,5.0,5.0,5.0
2341,2022-12-07,Standard Class,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,OFF-AR-10004999,7,16.0,24.0,6.0
2342,2022-07-27,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10002501,5,12.0,48.0,12.0
2343,2023-08-26,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Technology,Accessories,TEC-AC-10000358,3,33.0,77.0,23.0
2344,2023-09-30,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10004804,3,48.0,72.0,38.0
2345,2023-06-11,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,9,196.0,294.0,96.0
2346,2023-01-21,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000659,5,14.0,56.0,4.0
2347,2022-12-27,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004141,2,0.0,0.0,0.0
2348,2022-09-09,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10004619,5,280.0,280.0,240.0
2349,2022-09-14,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10004187,6,4.0,6.0,4.0
2350,2023-04-02,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000632,2,35.0,35.0,25.0
2351,2023-12-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003724,2,5.0,5.0,5.0
2352,2022-06-09,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002765,3,24.0,56.0,14.0
2353,2022-03-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10001868,6,2.0,8.0,2.0
2354,2022-11-23,First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10002545,7,465.0,1085.0,265.0
2355,2022-02-27,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10002735,5,56.0,84.0,36.0
2356,2023-10-06,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10004864,1,12.0,28.0,12.0
2357,2022-04-14,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,TEC-MA-10000597,3,120.0,120.0,70.0
2358,2023-03-28,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10003473,7,474.0,1106.0,334.0
2359,2023-10-08,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10001950,4,428.0,642.0,258.0
2360,2022-01-23,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10004175,3,305.0,305.0,195.0
2361,2022-06-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002960,7,6.0,24.0,6.0
2362,2023-09-02,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000919,4,48.0,112.0,28.0
2363,2022-12-24,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001553,5,3.0,7.0,3.0
2364,2023-02-14,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10004864,2,65.0,65.0,45.0
2365,2022-09-26,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,OFF-AP-10004540,2,64.0,96.0,54.0
2366,2022-12-18,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,OFF-BI-10004965,4,10.0,40.0,0.0
2367,2023-03-23,Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,FUR-CH-10001714,1,60.0,60.0,40.0
2368,2022-03-26,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,OFF-PA-10002464,4,8.0,12.0,8.0
2369,2022-10-29,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,FUR-FU-10002298,6,212.0,318.0,152.0
2370,2023-05-07,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,OFF-AR-10000315,2,0.0,0.0,0.0
2371,2023-12-20,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,TEC-AC-10004353,4,50.0,200.0,0.0
2372,2022-10-05,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10004973,8,18.0,42.0,8.0
2373,2022-02-26,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,OFF-FA-10000936,1,0.0,0.0,0.0
2374,2023-02-07,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001609,9,10.0,10.0,10.0
2375,2023-02-22,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10000785,2,50.0,200.0,20.0
2376,2023-11-24,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,3,3.0,7.0,3.0
2377,2023-08-02,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001718,4,24.0,56.0,4.0
2378,2023-11-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10004768,2,3.0,7.0,3.0
2379,2023-07-30,Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,OFF-PA-10003883,5,6.0,24.0,6.0
2380,2022-12-02,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,OFF-FA-10004248,2,5.0,5.0,5.0
2381,2022-09-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,OFF-PA-10002581,2,15.0,35.0,5.0
2382,2023-02-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,FUR-FU-10004848,7,10.0,40.0,0.0
2383,2022-10-27,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,OFF-AP-10002403,4,36.0,144.0,6.0
2384,2022-04-06,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,OFF-AR-10003087,9,4.0,16.0,4.0
2385,2023-04-26,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,OFF-BI-10002026,4,76.0,114.0,66.0
2386,2022-05-25,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,TEC-PH-10000141,4,63.0,147.0,23.0
2387,2023-09-07,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,TEC-CO-10000971,2,144.0,336.0,74.0
2388,2023-08-28,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,OFF-FA-10001229,2,5.0,5.0,5.0
2389,2023-12-18,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10002437,2,8.0,12.0,8.0
2390,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004255,1,5.0,5.0,5.0
2391,2023-03-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001184,7,16.0,24.0,16.0
2392,2023-04-09,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002637,9,648.0,972.0,418.0
2393,2022-10-31,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10002878,4,22.0,88.0,12.0
2394,2022-07-09,Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,OFF-AR-10000588,2,16.0,24.0,6.0
2395,2023-11-24,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002217,2,16.0,24.0,16.0
2396,2023-04-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001267,2,30.0,30.0,20.0
2397,2023-10-19,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004041,5,8.0,32.0,-2.0
2398,2022-04-09,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,OFF-LA-10001613,2,2.0,8.0,2.0
2399,2022-06-26,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10000246,6,6.0,14.0,6.0
2400,2022-04-28,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10001809,7,189.0,441.0,139.0
2401,2022-05-11,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10002214,5,24.0,36.0,14.0
2402,2022-10-12,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000649,6,45.0,45.0,25.0
2403,2023-06-07,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,OFF-EN-10001990,5,9.0,21.0,-1.0
2404,2023-03-08,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,FUR-BO-10000780,7,480.0,480.0,330.0
2405,2022-11-16,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10002049,9,448.0,672.0,228.0
2406,2023-09-06,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10003555,7,39.0,91.0,29.0
2407,2022-05-04,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000702,10,16.0,64.0,-4.0
2408,2023-10-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003631,5,6.0,14.0,6.0
2409,2023-04-23,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10003072,3,108.0,252.0,48.0
2410,2022-12-20,First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000758,8,84.0,126.0,64.0
2411,2023-08-25,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,OFF-FA-10000992,2,2.0,8.0,2.0
2412,2023-07-16,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10004187,5,4.0,6.0,4.0
2413,2023-01-09,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001947,2,2.0,8.0,2.0
2414,2022-03-24,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10002356,3,126.0,504.0,36.0
2415,2022-04-02,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10001714,5,375.0,375.0,275.0
2416,2022-04-26,Standard Class,Home Office,United States,Holyoke,Massachusetts,1040,East,Furniture,Bookcases,FUR-BO-10002824,2,90.0,210.0,30.0
2417,2023-02-08,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,TEC-AC-10002842,5,120.0,480.0,30.0
2418,2022-07-06,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Binders,OFF-BI-10002082,3,16.0,64.0,6.0
2419,2023-05-03,Standard Class,Corporate,United States,Sparks,Nevada,89431,West,Technology,Machines,TEC-MA-10000112,10,960.0,1440.0,530.0
2420,2022-03-12,Standard Class,Corporate,United States,Coachella,California,92236,West,Office Supplies,Storage,OFF-ST-10002289,2,18.0,42.0,18.0
2421,2023-01-20,Standard Class,Corporate,United States,Coachella,California,92236,West,Technology,Accessories,TEC-AC-10004171,1,50.0,50.0,50.0
2422,2023-10-24,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Storage,OFF-ST-10003656,3,115.0,115.0,105.0
2423,2023-07-15,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,OFF-PA-10001560,2,4.0,6.0,4.0
2424,2023-03-18,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Accessories,TEC-AC-10002473,7,64.0,96.0,34.0
2425,2023-02-02,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,OFF-BI-10000632,1,3.0,7.0,3.0
2426,2022-02-07,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,FUR-TA-10002645,2,81.0,189.0,31.0
2427,2023-09-01,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Fasteners,OFF-FA-10002975,13,12.0,28.0,2.0
2428,2022-06-21,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10003784,4,0.0,0.0,0.0
2429,2022-03-07,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10001617,4,2.0,8.0,2.0
2430,2023-11-25,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10004415,7,3.0,7.0,3.0
2431,2022-08-16,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000240,8,18.0,42.0,8.0
2432,2023-04-28,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10001935,2,5.0,5.0,5.0
2433,2023-06-25,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002439,7,185.0,185.0,155.0
2434,2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10001536,4,20.0,30.0,10.0
2435,2023-12-24,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,OFF-EN-10001532,2,9.0,21.0,-1.0
2436,2023-06-12,First Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10003057,3,166.0,664.0,106.0
2437,2023-05-11,Standard Class,Consumer,United States,Farmington,New Mexico,87401,West,Furniture,Furnishings,FUR-FU-10003708,9,110.0,440.0,30.0
2438,2022-06-12,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Tables,FUR-TA-10000849,2,45.0,105.0,25.0
2439,2022-06-26,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002259,4,8.0,32.0,-2.0
2440,2022-07-11,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10002597,2,2.0,8.0,2.0
2441,2023-03-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10004614,5,70.0,280.0,10.0
2442,2022-12-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Furniture,Tables,FUR-TA-10003748,2,85.0,85.0,55.0
2443,2022-05-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Appliances,OFF-AP-10003217,4,264.0,396.0,184.0
2444,2022-03-14,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Accessories,TEC-AC-10002399,5,20.0,80.0,0.0
2445,2023-09-17,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,OFF-EN-10002973,6,15.0,15.0,15.0
2446,2023-11-30,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Technology,Phones,TEC-PH-10001336,2,78.0,182.0,28.0
2447,2022-10-18,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,OFF-EN-10000461,2,10.0,10.0,10.0
2448,2023-01-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10000988,5,245.0,245.0,175.0
2449,2022-10-02,Second Class,Consumer,United States,North Charleston,South Carolina,29406,South,Office Supplies,Storage,OFF-ST-10001809,3,81.0,189.0,71.0
2450,2022-01-29,Standard Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10003963,5,6.0,24.0,6.0
2451,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10000081,5,10.0,10.0,10.0
2452,2023-12-23,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10000149,6,36.0,84.0,16.0
2453,2022-05-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10000605,3,2.0,8.0,2.0
2454,2023-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10002399,3,12.0,48.0,2.0
2455,2022-11-12,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003038,8,21.0,49.0,11.0
2456,2022-04-13,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000344,8,55.0,55.0,35.0
2457,2022-09-19,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004093,1,3.0,7.0,3.0
2458,2023-07-30,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10001683,6,24.0,36.0,14.0
2459,2022-04-08,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003455,3,10.0,40.0,0.0
2460,2023-12-01,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,OFF-AP-10002578,2,50.0,50.0,40.0
2461,2023-04-12,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10001763,3,12.0,18.0,12.0
2462,2023-06-20,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001597,3,20.0,80.0,0.0
2463,2023-10-12,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001524,5,40.0,40.0,30.0
2464,2022-06-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001553,2,2.0,8.0,2.0
2465,2023-11-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000576,1,70.0,70.0,50.0
2466,2022-04-14,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001317,1,0.0,0.0,0.0
2467,2022-03-06,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10000726,1,3.0,7.0,3.0
2468,2023-04-25,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10003306,4,114.0,456.0,64.0
2469,2023-09-04,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10004983,5,15.0,15.0,15.0
2470,2022-06-28,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,1,8.0,12.0,8.0
2471,2023-10-22,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10002107,8,3.0,7.0,3.0
2472,2022-01-01,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10002213,4,135.0,315.0,95.0
2473,2022-02-04,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10000692,4,18.0,42.0,18.0
2474,2022-04-06,First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,FUR-CH-10001190,2,110.0,110.0,90.0
2475,2023-11-21,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10000682,5,16.0,64.0,6.0
2476,2023-05-03,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,OFF-LA-10004545,7,36.0,54.0,16.0
2477,2023-06-27,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10003057,4,220.0,880.0,80.0
2478,2023-10-13,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10000198,3,264.0,1056.0,54.0
2479,2022-01-17,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10002833,3,5.0,5.0,5.0
2480,2023-01-29,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10002557,1,5.0,5.0,5.0
2481,2023-09-09,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10003656,2,45.0,105.0,25.0
2482,2023-09-02,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001097,6,200.0,800.0,100.0
2483,2022-10-01,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000912,4,12.0,28.0,12.0
2484,2022-08-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10000617,5,570.0,570.0,360.0
2485,2022-08-31,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,5,40.0,60.0,30.0
2486,2023-11-14,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003856,2,3.0,7.0,3.0
2487,2022-02-16,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10001837,2,18.0,72.0,8.0
2488,2022-03-09,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001473,3,2.0,8.0,2.0
2489,2023-10-15,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10004285,3,6.0,14.0,6.0
2490,2023-01-28,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001835,4,252.0,378.0,172.0
2491,2023-03-22,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002245,4,6.0,14.0,6.0
2492,2022-01-29,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001457,6,45.0,45.0,25.0
2493,2023-04-23,Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,TEC-PH-10002885,7,1820.0,2730.0,1000.0
2494,2023-11-22,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Tables,FUR-TA-10004086,5,90.0,210.0,40.0
2495,2023-03-12,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10000895,5,144.0,576.0,4.0
2496,2023-11-07,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,FUR-CH-10000225,8,260.0,390.0,150.0
2497,2023-04-25,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10002370,3,18.0,42.0,8.0
2498,2022-04-28,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,OFF-EN-10000056,2,24.0,96.0,14.0
2499,2023-12-14,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004817,1,5.0,5.0,5.0
2500,2022-11-05,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10004483,3,12.0,28.0,2.0
2501,2023-10-28,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Paper,OFF-PA-10001892,2,5.0,5.0,5.0
2502,2022-08-28,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10000546,4,0.0,0.0,0.0
2503,2022-09-06,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10001294,4,5.0,5.0,5.0
2504,2023-10-12,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000248,2,2.0,8.0,2.0
2505,2022-10-24,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001228,4,10.0,40.0,0.0
2506,2023-04-19,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000151,5,4095.0,4095.0,3275.0
2507,2023-11-26,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004351,8,24.0,56.0,14.0
2508,2023-02-05,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10001293,4,12.0,18.0,12.0
2509,2023-05-20,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000675,3,100.0,100.0,90.0
2510,2023-12-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10000580,6,192.0,288.0,102.0
2511,2022-05-05,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,OFF-ST-10003470,4,448.0,672.0,328.0
2512,2022-08-20,First Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003116,6,44.0,66.0,24.0
2513,2022-07-08,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10002429,5,20.0,30.0,20.0
2514,2022-08-11,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10003280,4,30.0,70.0,20.0
2515,2023-11-15,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,FUR-CH-10004540,2,20.0,30.0,10.0
2516,2022-12-03,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,OFF-ST-10000585,2,78.0,182.0,28.0
2517,2023-08-31,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10003001,9,120.0,480.0,20.0
2518,2022-12-12,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10003975,3,26.0,104.0,6.0
2519,2022-11-20,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10004559,7,6.0,14.0,6.0
2520,2023-04-19,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10003223,6,6.0,24.0,-4.0
2521,2023-10-12,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,OFF-AP-10002651,3,435.0,435.0,295.0
2522,2022-07-10,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,OFF-PA-10003177,2,4.0,6.0,4.0
2523,2022-03-11,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003442,1,2.0,8.0,2.0
2524,2022-01-22,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,OFF-BI-10000977,4,24.0,96.0,14.0
2525,2022-05-01,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10004078,9,20.0,20.0,20.0
2526,2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10002550,2,9.0,21.0,-1.0
2527,2022-02-20,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004965,3,5.0,5.0,5.0
